EID,Xvalue,Yvalue,Zvalue,time
169,0.8200140595436096,-9.058462142944336,2.942473888397217,2017-05-11 16:46:52.085
170,0.8092401623725891,-8.913613319396973,2.8574798107147217,2017-05-11 16:46:52.095
171,0.7864952683448792,-8.945934295654297,2.82515811920166,2017-05-11 16:46:52.105
172,0.7745242714881897,-8.908824920654297,2.896984100341797,2017-05-11 16:46:52.115
173,0.7350199222564697,-8.911218643188477,2.9221231937408447,2017-05-11 16:46:52.125
174,0.7302315235137941,-8.955511093139648,2.948459386825561,2017-05-11 16:46:52.135
175,0.7769184708595276,-8.813055992126465,2.8802247047424316,2017-05-11 16:46:52.145
176,0.9014169573783876,-8.653841972351074,2.8790276050567627,2017-05-11 16:46:52.155
177,0.9756371974945068,-8.772355079650879,3.0657753944396973,2017-05-11 16:46:52.165
178,1.2078747749328609,-8.847772598266602,3.155557870864868,2017-05-11 16:46:52.176
179,1.2114660739898682,-8.948328971862793,3.1723172664642334,2017-05-11 16:46:52.186
180,1.2437877655029297,-8.945934295654297,3.1112651824951167,2017-05-11 16:46:52.196
181,1.316810965538025,-8.93037223815918,3.00711727142334,2017-05-11 16:46:52.206
182,1.313219666481018,-8.93156909942627,2.981978178024292,2017-05-11 16:46:52.217
183,1.358709454536438,-8.918401718139648,3.132812976837158,2017-05-11 16:46:52.226
184,1.4006079435348509,-8.899248123168945,3.2537200450897217,2017-05-11 16:46:52.236
185,1.4616601467132568,-8.887276649475098,3.3734302520751966,2017-05-11 16:46:52.246
186,1.522712230682373,-8.825027465820312,3.4069490432739262,2017-05-11 16:46:52.257
187,1.6376339197158811,-8.720879554748535,3.362656354904175,2017-05-11 16:46:52.267
188,1.7178397178649902,-8.672995567321777,3.307589530944824,2017-05-11 16:46:52.276
189,1.7621324062347412,-8.583212852478027,3.251325845718384,2017-05-11 16:46:52.290
190,1.765723705291748,-8.51258373260498,3.1639375686645512,2017-05-11 16:46:52.295
191,1.7741034030914309,-8.47786808013916,3.1914708614349365,2017-05-11 16:46:52.305
192,1.722628116607666,-8.44434928894043,3.223792552947998,2017-05-11 16:46:52.316
193,1.759738206863403,-8.382100105285645,3.250128746032715,2017-05-11 16:46:52.329
194,1.759738206863403,-8.382100105285645,3.250128746032715,2017-05-11 16:46:52.329
195,1.6819267272949219,-8.289923667907715,3.2297780513763428,2017-05-11 16:46:52.335
196,1.6376339197158811,-8.213309288024902,3.2764649391174316,2017-05-11 16:46:52.351
197,1.6376339197158811,-8.213309288024902,3.2764649391174316,2017-05-11 16:46:52.351
198,1.535880446434021,-8.275558471679688,3.309983968734741,2017-05-11 16:46:52.356
199,1.486799240112305,-8.511386871337889,3.3901896476745605,2017-05-11 16:46:52.365
200,1.3503297567367554,-8.78432559967041,3.420117139816284,2017-05-11 16:46:52.375
201,1.2054805755615234,-8.984241485595703,3.242946147918701,2017-05-11 16:46:52.385
202,1.0342950820922852,-9.14225959777832,2.999934673309326,2017-05-11 16:46:52.394
203,0.8547300100326538,-9.368511199951172,2.9017724990844727,2017-05-11 16:46:52.405
204,0.6991068720817566,-9.791088104248047,3.090914487838745,2017-05-11 16:46:52.415
205,0.8571242094039917,-10.407594680786133,3.523067712783813,2017-05-11 16:46:52.425
206,1.3275848627090454,-11.221623420715332,3.9935283660888654,2017-05-11 16:46:52.435
207,2.0470423698425293,-12.202049255371096,4.7405195236206055,2017-05-11 16:46:52.445
208,2.9293057918548584,-13.14775848388672,5.631162166595459,2017-05-11 16:46:52.455
209,3.58292293548584,-13.715184211730955,5.874173641204834,2017-05-11 16:46:52.465
210,3.138798475265503,-13.17888355255127,4.729745388031006,2017-05-11 16:46:52.475
211,1.859097599983216,-10.870872497558594,2.7102363109588623,2017-05-11 16:46:52.486
212,0.0586579404771328,-8.368931770324707,0.44412440061569214,2017-05-11 16:46:52.495
213,-1.9309237003326416,-6.489483833312987,-1.5047557353973389,2017-05-11 16:46:52.505
214,-3.751713991165161,-5.764040470123291,-2.254140853881836,2017-05-11 16:46:52.515
215,-4.527435302734375,-6.196194171905518,-1.0989385843276978,2017-05-11 16:46:52.525
216,-3.317166566848755,-7.308300495147705,0.14245499670505524,2017-05-11 16:46:52.534
217,-0.9983820915222168,-8.574832916259767,0.1975216418504715,2017-05-11 16:46:52.545
218,1.3419500589370728,-9.908403396606444,-0.0586579404771328,2017-05-11 16:46:52.555
219,3.118447780609132,-11.09951877593994,-0.16400282084941864,2017-05-11 16:46:52.567
220,3.5218706130981445,-11.751938819885256,0.12210428714752194,2017-05-11 16:46:52.577
221,3.0358476638793945,-11.761515617370605,0.363918662071228,2017-05-11 16:46:52.586
222,2.278082847595215,-11.14620590209961,0.8176198601722717,2017-05-11 16:46:52.596
223,1.6268600225448608,-10.278307914733887,1.3120225667953491,2017-05-11 16:46:52.606
224,1.1264718770980835,-9.611522674560547,1.6400281190872192,2017-05-11 16:46:52.618
225,0.706289529800415,-9.276334762573242,1.5729905366897583,2017-05-11 16:46:52.627
226,0.5123591423034668,-9.245209693908693,1.0259153842926023,2017-05-11 16:46:52.637
227,0.4991910457611084,-9.497797966003418,0.6919242739677429,2017-05-11 16:46:52.648
228,0.4321534037590027,-9.951498985290527,0.7003039717674255,2017-05-11 16:46:52.657
229,0.3663128614425659,-10.23880386352539,0.6703764796257019,2017-05-11 16:46:52.668
230,0.4213795065879822,-10.360907554626463,0.4967968463897705,2017-05-11 16:46:52.678
231,0.4944026470184326,-10.492588996887207,0.4979939460754394,2017-05-11 16:46:52.688
232,0.3184288144111633,-10.57040023803711,0.4022258818149567,2017-05-11 16:46:52.698
233,0.4752490520477295,-10.611102104187012,0.4058171808719635,2017-05-11 16:46:52.707
234,0.9205705523490906,-10.449493408203123,0.07900865375995636,2017-05-11 16:46:52.718
235,1.338358759880066,-10.216058731079102,-0.12210428714752194,2017-05-11 16:46:52.728
236,1.7525556087493896,-9.980229377746582,-0.17238251864910126,2017-05-11 16:46:52.738
237,1.946485996246338,-9.9371337890625,-0.2908954918384552,2017-05-11 16:46:52.749
238,1.9800047874450684,-9.886856079101562,-0.24420857429504395,2017-05-11 16:46:52.758
239,1.8626888990402224,-9.886856079101562,-0.1173158809542656,2017-05-11 16:46:52.767
240,1.804031014442444,-9.862914085388184,0.06464344263076782,2017-05-11 16:46:52.777
241,1.5394717454910278,-9.715670585632324,0.014365210197865963,2017-05-11 16:46:52.788
242,1.3096283674240112,-9.557653427124023,-0.06464344263076782,2017-05-11 16:46:52.798
243,1.07379949092865,-9.464279174804688,-0.08259996026754379,2017-05-11 16:46:52.807
244,0.7601590156555176,-9.491812705993652,0.04429273307323457,2017-05-11 16:46:52.818
245,0.628477931022644,-9.612719535827637,0.21667525172233584,2017-05-11 16:46:52.826
246,0.6392518281936646,-9.649829864501953,0.2753331959247589,2017-05-11 16:46:52.839
247,0.7661445140838623,-9.642647743225098,0.2992752194404602,2017-05-11 16:46:52.847
248,0.9421183466911316,-9.635464668273926,0.22026655077934265,2017-05-11 16:46:52.856
249,1.212663173675537,-9.609128952026367,0.152031809091568,2017-05-11 16:46:52.867
250,1.4185645580291748,-9.690531730651855,0.17238251864910126,2017-05-11 16:46:52.877
251,1.4736311435699463,-9.728838920593262,0.06703764945268631,2017-05-11 16:46:52.887
252,1.4532804489135742,-9.704896926879883,-0.1041477769613266,2017-05-11 16:46:52.897
253,1.2677297592163086,-9.617507934570312,-0.2561795711517334,2017-05-11 16:46:52.907
254,1.057040095329285,-9.552865028381348,-0.3555389642715454,2017-05-11 16:46:52.917
255,0.9217676520347596,-9.497797966003418,-0.456095427274704,2017-05-11 16:46:52.927
256,0.7829039692878723,-9.53849983215332,-0.5877765417098999,2017-05-11 16:46:52.937
257,0.6967126727104187,-9.554061889648438,-0.6021417379379272,2017-05-11 16:46:52.947
258,0.6739677786827087,-9.569623947143556,-0.5985504388809204,2017-05-11 16:46:52.957
259,0.585382342338562,-9.649829864501953,-0.6380547285079956,2017-05-11 16:46:52.968
260,0.5327098965644836,-9.749189376831056,-0.585382342338562,2017-05-11 16:46:52.976
261,0.4501099288463593,-9.830592155456543,-0.7362170219421387,2017-05-11 16:46:52.987
262,0.4153940081596375,-9.872490882873537,-0.9337386488914492,2017-05-11 16:46:52.998
263,0.2992752194404602,-9.854534149169922,-1.1432312726974487,2017-05-11 16:46:53.008
264,0.06823474913835527,-9.856928825378418,-1.1204863786697388,2017-05-11 16:46:53.016
265,-0.0933738648891449,-9.87608242034912,-0.8930372595787048,2017-05-11 16:46:53.027
266,-0.3052607178688049,-9.950302124023438,-0.9145850539207458,2017-05-11 16:46:53.036
267,-0.3112462162971497,-9.956287384033203,-0.5279214978218079,2017-05-11 16:46:53.046
268,0.016759412363171574,-10.050858497619627,-0.08140286058187485,2017-05-11 16:46:53.056
269,0.4537012279033661,-10.224438667297363,0.22385786473751068,2017-05-11 16:46:53.066
270,0.9397241473197936,-10.159794807434082,0.3112462162971497,2017-05-11 16:46:53.076
271,1.4305355548858645,-10.074800491333008,0.3842693865299225,2017-05-11 16:46:53.087
272,1.833958506584168,-9.956287384033203,0.6165069341659546,2017-05-11 16:46:53.097
273,2.06978726387024,-9.816226959228516,0.7529764175415039,2017-05-11 16:46:53.107
274,2.1763293743133545,-9.68694019317627,1.05105459690094,2017-05-11 16:46:53.117
275,2.1475989818573,-9.546878814697266,1.5107412338256836,2017-05-11 16:46:53.127
276,2.122459888458252,-9.32661247253418,1.9596540927886963,2017-05-11 16:46:53.138
277,2.1045033931732178,-9.064447402954102,2.47560453414917,2017-05-11 16:46:53.147
278,2.1499931812286377,-8.842984199523926,3.2393548488616943,2017-05-11 16:46:53.156
279,2.364274263381958,-8.884882926940918,4.197035789489746,2017-05-11 16:46:53.168
280,2.52109432220459,-9.138668060302734,4.606443881988525,2017-05-11 16:46:53.177
281,2.64559292793274,-9.531316757202148,4.400542736053467,2017-05-11 16:46:53.186
282,2.5941176414489746,-10.346542358398438,4.061763286590576,2017-05-11 16:46:53.197
283,2.31758713722229,-12.322956085205078,4.015076160430908,2017-05-11 16:46:53.206
284,1.659181833267212,-15.040374755859375,3.9875428676605225,2017-05-11 16:46:53.217
285,0.3543418645858765,-16.932991027832028,3.162740468978882,2017-05-11 16:46:53.227
286,-2.1619641780853267,-16.874334335327152,2.0278887748718257,2017-05-11 16:46:53.237
287,-5.718550682067871,-16.175226211547848,1.5514427423477173,2017-05-11 16:46:53.250
288,-8.923190116882324,-14.687230110168455,2.3116016387939453,2017-05-11 16:46:53.257
289,-10.562021255493164,-13.047202110290527,2.671929121017456,2017-05-11 16:46:53.266
290,-9.825803756713867,-11.118672370910645,1.96683669090271,2017-05-11 16:46:53.277
291,-7.486668586730957,-10.177751541137695,1.3862427473068235,2017-05-11 16:46:53.287
292,-5.383362293243408,-9.798270225524902,0.974440097808838,2017-05-11 16:46:53.297
293,-3.0358476638793945,-9.555258750915527,0.8164227604866028,2017-05-11 16:46:53.307
294,-0.7038952708244324,-10.034099578857422,0.2968810200691223,2017-05-11 16:46:53.317
295,0.7565677165985107,-10.17296314239502,-0.12330138683319093,2017-05-11 16:46:53.327
296,1.1982979774475098,-9.854534149169922,0.1843535304069519,2017-05-11 16:46:53.336
297,0.9253589510917664,-9.386467933654783,1.2892776727676392,2017-05-11 16:46:53.347
298,0.44771572947502136,-8.968679428100586,2.007538080215454,2017-05-11 16:46:53.357
299,0.02513911761343479,-8.688557624816895,2.286462545394897,2017-05-11 16:46:53.367
300,-0.07302315533161162,-8.44554615020752,2.481590032577514,2017-05-11 16:46:53.377
301,-0.1711854189634323,-8.013393402099611,2.315192937850952,2017-05-11 16:46:53.388
302,-0.16160862147808075,-7.806294441223144,2.106897592544556,2017-05-11 16:46:53.397
303,-0.07302315533161162,-7.690176010131836,1.88782799243927,2017-05-11 16:46:53.407
304,0.14006079733371735,-7.572859764099121,1.0606313943862915,2017-05-11 16:46:53.417
305,0.1125274822115898,-7.649474620819093,0.6871358752250671,2017-05-11 16:46:53.429
306,0.043095629662275314,-7.893682956695557,0.4501099288463593,2017-05-11 16:46:53.435
307,-0.07541735470294952,-8.118738174438478,0.4632780253887177,2017-05-11 16:46:53.445
308,-0.3447650372982025,-8.29590892791748,0.8248024582862854,2017-05-11 16:46:53.455
309,-0.5746083855628967,-8.370129585266112,1.316810965538025,2017-05-11 16:46:53.465
310,-0.7493851184844971,-8.556877136230469,1.8950105905532844,2017-05-11 16:46:53.475
311,-0.6643909811973572,-8.738836288452147,2.300827741622925,2017-05-11 16:46:53.485
312,-0.4369418025016785,-8.826224327087402,2.341529369354248,2017-05-11 16:46:53.498
313,-0.3112462162971497,-9.045293807983398,2.693476915359497,2017-05-11 16:46:53.505
314,0.1651999205350876,-9.163806915283203,2.9316999912261963,2017-05-11 16:46:53.518
315,0.4728548228740692,-9.32302188873291,3.0538041591644287,2017-05-11 16:46:53.526
